Sentence,Type
মুসলিমদের মাথা আর গরুর মাথার মধ্যে খুব একটা পার্থক্য নেই,Yes
ভারতে সাথে ওনার নাড়ির বন্দন আছে  সে টা ভুলা যায়না  সারা বিশ্বের মোসলমান মরলেও ওনা্র কোন দঃখ নেই,Yes
ইন্ডিয়ান এক এক রাজ্যের সাথে তুলনা কর দেখবি কে বেশি এগিয়ে ফালতু কোথাকার,Yes
শালা মাদার চোদ খান্কির ছেলে ,Yes
শুধু এক মোসলমান অন্য মোসলমানের দুঃখ ভাগ করে নেয় ,No
 ঠাকুরদা উপরে বসে আছে মুসলিমদের দরদ কি করে বুঝবে মালাউন,Yes
খানকির পোলাগো জবাই দেয়া দরকার,Yes
সুচির মুখে লাথি মারা উচিত ,Yes
মাহির মতো গাদা না থাকলে ঐক্যের কোন সমস্যা হবে না ,Yes
আগে অর ফাসি তার পরে অন্য কথা ,Yes
নতুন চক্রান্ত ভারত এসব অদিবাসিদেরকে বাংলাদেশে পাঠিয়ে হিন্দুদের দল ভারি করে বাংলাদেশেকে হিন্দুত দেশ বানাতে চাই,Yes
এটা আমাদের হাইব্রিড সাংবাদিক দের দোষ নিজেরাই দেশের খুত খুচিয়ে খুচিয়ে বের করে যা দেখে রেন্ডিয়া প্রকাশ করে,Yes
ভারতীয় বিএসএফ সালে জন বাংলাদেশীকে হত্যা করে,Yes
আসামের রোহিঙ্গা মুসলমানদের তারিয়ে দেওয়া হোক কারণ এরা ভারতের মানুষ নয় ,Yes
আইভি সাথে নির্বাচন করতে হলে খালেদা জিয়া লাগবে আপনার কোন ভাগা হবে না ,Yes
ব্রিটিশ আমার দাদার শত্রু ,Yes
তাদের প্রতি কৃতজ্ঞতা বোধটুক তো নেই,Yes
সানি লিওনির ন্যাংটো ফিল্ম কিংবা এডাল্ট মুভি দেখানোর আগে ভারতের জাতীয় পতাকা উত্তোলন খারাপ কিছু না  জাতীয় বৈশিষ্ট্যের সাথে খাপে খাপ মিলে যাবে ,Yes
আমরা অতীত ভুলে যাই  সাল বাংলার মানুষ জিবন বাচানোর জন্য ভারতে আশ্রয় নিলো আজ রুহিঙ্গা মুসলিমরা যখন আমাদের কাছে আশ্রয় চায় আমারা তাদের ফিরিয়ে দেই আমারা বড়ই স্বার্থপর জাতি,Yes
